297	1045
396	560
909	1000
882	966
181	335
101	444
1051	1166
19	346
827	1108
385	1253
823	1184
601	1142
84	499
781	1151
656	785
44	413
708	940
597	1063
124	1017
328	566
292	1164
631	880
243	1201
819	1183
721	983
898	1123
149	186
163	435
174	586
285	492
649	862
81	223
1149	1204
350	1075
678	719
278	315
1156	1256
505	796
594	1036
50	1119
1094	1163
964	1064
269	754
65	843
317	359
849	1194
97	384
978	1111
456	735
208	642
423	1175
677	1133
461	496
33	185
976	1081
